Reference_GAVIA,ReferenceID,Reference_Full,
"{Thorley, 2009 #371}",371,"Thorley, J. (2009). Habitat preferences and impacts of the invasive ring-necked parakeet Psittacula krameri on native bird populations in London. BSc Environmental Geography, University College London London.   ",
"{Thurber, 1972 #728}",728,"Thurber, W. A. (1972). House sparrows in Guatemala. The Auk., 89(1), 200. ",
"{Tojo, 2004 #165}",165,"Tojo, H., Osawa, K., Terauchi, H., Kajita, M., Kajita, A., & Watanuki, O. (2004). Invasion by white-browed laughing thrushes (Garrulax sannio) into central Japan. Global Environment Research, 8(1), 23-28. ",
"{Tojo, 2004 #383}",383,"Tojo, H., & Nakamura, S. (2004). Breeding density of exotic Red-billed Leiothrix and native bird species on Mt. Tsukuba, central Japan. Ornithological Science, 3(1), 23-32. ",
"{Toms, 2009 #465}",465,"Toms, M. (2009). Eagle Owls in Britain: origins and conservation implications. British Wildlife, 20, 405-412. ",
"{Toms, 2010 #833}",833,"Toms, M. (2010). Eagle Owls in Great Britain: an assessment of potential impacts. Paper presented at the The impacts of non-native species.",
"{Tossas, 2001 #749}",749,"Tossas, A. G., & Delannoy, C. A. (2001). Status, abundance, and distribution of birds of Maricao State Forest, Puerto Rico. El Pitirre, 14(2), 47-53. ",
"{Tracey, 2003 #664}",664,"Tracey, J., & Saunders, G. (2003). Bird damage to the wine grape industry NAtional Feral Animal Control Program: Australian Government: Bureau of Rural Science.",
"{Trail, 1994 #665}",665,"Trail, P. W. (1994). Distribution and status of mynas in American Samoa. Elepaio, 54(4). ",
"{Trainor, 2002 #166}",166,"Trainor, C. R. (2002). The birds of Adonara, Lesser Sundas, Indonesia. Forktail, 18, 93-100. ",
"{Trapp, 2005 #319}",319,"Trapp, J. L. (2005). Documenting the Occurrence of Human-Introduced Bird Species of Non-Native Origin in the United States and its Territories. Retrieved from NBII: National Biological Information Structure website: http://www.nbii.gov/portal/server.pt?open=512&objID=933&PageID=0&cached=true&mode=2&userID=282",
"{Trowbridge, 2001 #320}",320,"Trowbridge, L. (2001). Amsterdam and Saint-Paul Islands temperate grasslands WildWorld: WWF Full Report. Retrieved from WWF World Wildlife website: http://www.worldwildlife.org/wildworld/profiles/terrestrial/at/at0802_full.html",
"{Twomey, 1936 #884}",884,"Twomey, A. C. (1936). Climographic Studies of Certain Introduced and Migratory Birds. Ecology, 17(1), 122-132. ",
"{Tyler, 2000 #493}",493,"Tyler, S. J., & Brewster, C. A. (2000). Alien Species. Babbler, 36. ",
"{Tyler, 2002 #494}",494,"Tyler, S. J., & Brewster, C. A. (2002). Alien Species. Babbler, 40. ",
"{Tyler, 2002 #495}",495,"Tyler, S. J., & Brewster, C. A. (2002). Aliens or Escapes. Babbler, 41. ",
"{Tyler, 2004 #496}",496,"Tyler, S. J., & Brewster, C. A. (2004). Alien or Escaped Species. Babbler, 44. ",
"{Tyler, 2006 #497}",497,"Tyler, S. J., & Brewster, C. A. (2006). Alien or Escaped Species. Babbler, 47. ",
"{Usher, 1989 #844}",844,"Usher, M. B. (1989). Ecological Effects of Controlling Invasive Terrestrial Vertebrates. In J. A. Drake, H. A. Mooney, F. di Castri, R. H. Groves, F. J. Kruger, M. Rejmanek & M. Williamson (Eds.), Biological Invasions: a Global Perspective (pp. 463-489). New York: John Wiley & Sons Ltd.",
"{Vallejo Jr., 2009 #168}",168,"Vallejo Jr., B. M., Aloy, A. B., & Ong, P. S. (2009). The distribution, abundance and diversity of birds in Manila’s last greenspaces. Landscape and Urban Planning, 89, 75-85. ",
"{Van Beirs, 2010 #977}",977,"Van Beirs, M. (2010). Birdquest: Remote Papua New Guinea Trip Report: Birdquest.",
"{van Marle, 1988 #309}",309,"van Marle, J. G., & Voous, K. H. (1988). The birds of Sumatra: an annotated check-list (Vol. BOU Check-list 10.). Tring, UK: British Ornithologists’ Union.",
"{van Perlo, 2002 #517}",517,"van Perlo, B. (2002). Birds of Western & Central Africa. London: Harper Collins Publishers Ltd.",
"{van Perlo, 2006 #441}",441,"van Perlo, B. (2006). Field Guide: Birds of Mexico & Central America. London: Harper Collins Pubishers Ltd.",
"{Van Perlo, 2009 #514}",514,"van Perlo, B. (2009). Birds of Southern Africa. London: Harper Collins Publishers ",
"{van Perlo, 2009 #515}",515,"van Perlo, B. (2009). Field Guide: Birds of Eastern Africa. London: Harper Collins Publishers Ltd.",
"{VanderWerf, 2006 #666}",666,"VanderWerf, E. A., Wiles, G. J., Marshall, A. P., & Knecht, M. (2006). Observations of migrants and other birds in Palau, April-May 2005, including the first Micronesian record of a Richar's Pipit. Micronesica, 39(1), 11-29. ",
"{Varnham, 2006 #116}",116,"Varnham, K. (2006). Non-native species in UK Overseas Territories: a review (Vol. 372): Joint Nature Conservation Committee.",
"{Veit, 1996 #800}",800,"Veit, R. R., & Lewis, M. A. (1996). Dispersal, Population Growth, and the Allee Effect: Dynamics of the House Finch Invasion of Eastern North America. The American Naturalist, 148(2), 255-274. ",
"{Veltman, 1996 #197}",197,"Veltman, C. J., Nee, S., & Crawley, M. J. (1996). Correlates of introduction success in exotic New Zealand birds. The American Naturalist, 147(4), 542-557. ",
"{Vincent, 1972 #345}",345,"Vincent, J. (1972). A new addition to the list of South African birds. Ostrich, 43, 234-235. ",
"{Volet, 2006 #902}",902,"Volet, B. (2006). Checklist of the birds of Switzerland. Der Ornithologische Beobachter, 103, 271-294. ",
"{Voller, 2007 #883}",883,"Voller, J., & McNay, R. S. (2007). Problem Analysis: Effects of Invasive Species on Species at Risk in British Columbia. Kamloops, British Columbia: Forrex.",
"{Voous, 1983 #390}",390,"Voous, K. H. (1983). Birds of the Netherlands Antilles (2nd ed.): De Walburg Press.",
"{Voous, 1985 #729}",729,"Voous, K. H. (1985). Additions to the avifauna of Aruba, Curacao, and Bonaire, South Caribbean. Ornithological Monographs, 36, 247-254. ",
"{Vuilleumier, 1991 #653}",653,"Vuilleumier, F. (1991). Invasions in the mediterranean avifaunas of California and Chile. In R. Groves & F. di Castri (Eds.), Biogeograpy of Mediterranean Invasions Cambridge University Press.",
"{W.S., 1928 #795}",795,"W.S. (1928). Phillips on Birds Introduced in North America. [Short communication]. The Auk, 45(4), 521. ",
"{Walther, 2011 #933}",933,"Walther, B. A. (2011). First documented nesting of the red-whiskered bulbul Pycnonotus jocosus in Taiwan. Taiwan Journal of Biodiversity, 13(2), 121-133. ",
"{Warner, 1968 #673}",673,"Warner, R. E. (1968). The role of introduced diseases in the extinction of the endemic Hawaiian avifauna. The Condor, 70(101-120). ",
"{Wassink, 2007 #297}",297,"Wassink, A., & Oreel, G. J. (2007). The birds of Kazakhstan. De Cocksdorp, Texel, The Netherlands: Arend Wassink.",
"{Watling, 1978 #681}",681,"Watling, D. (1978). Observations on the naturalised distribution of the red-vented bulbul in the Pacific, with special reference to the Fiji Islands. Notornis, 25(2), 109-117. ",
"{Watling, 1978 #683}",683,"Watling, D. (1978). A Myna Matter. Notornis, 25(2), 117. ",
"{Watling, 1982 #389}",389,"Watling, D. (1982). Birds of Fiji, Tonga, and Somoa. Wellington: Millwood Press.",
"{Watling, 2001 #256}",256,"Watling, D. (2001). A guide to the birds of Fiji and western Polynesia, including American Samoa, Niue, Samoa, Tokelau, Tonga, Tuvalu and Wallis & Futuna. Suva: Environmental Consultants, Fiji Ltd.",
"{Watola, 1996 #117}",117,"Watola, G. V., Allan, J. R., & Feare, C. J. (1996). Problems and management of naturalised introduced Canada geese Branta canadensis in Britain. In J. S. Holmes & J. R. Simons (Eds.), The Introduction and Naturalisation of Birds (pp. 71-77). London: HMSO.",
"{Watson, 1963 #641}",641,"Watson, G. E., Zusi, R. L., & Stover, R. W. (1963). Preliminary field guide to the birds of the Indian Ocean: Smithsonian.",
"{Weissenbacher, 1985 #346}",346,"Weissenbacher, D. K. H., & Allan, D. (1985). Roseringed parakeet breeding attempts in the Transvaal. Ostrich, 56, 169. ",
"{Wells, 1999 #403}",403,"Wells, D. R. (1999). Birds of the Thai-Malay Peninsula (1 ed. Vol. 1: Non-Passerines): Academic Press.",
"{Wells, 2007 #396}",396,"Wells, D. R. (2007). The Birds of the Thai-Malay Peninsula (Vol. 2: Passerines). London: Christopher Helm.",
"{Wetherbee, 1961 #523}",523,"Wetherbee, D. K. (1961). Investigations in the Life History of the Common Coturnix. American Midland Naturalist, 65(1), 168-186. ",
"{White, 2005 #675}",675,"White, J. G., Antos, M. J., Fitzsimons, J. A., & Palmer, G. C. (2005). Non-uniform bird assemblages in urban environments: the influence of streetscape vegetation. Landscape and Urban Planning, 71, 123-135. ",
"{Wikle, 2003 #799}",799,"Wikle, C. K. (2003). Hierarchical bayesian models for predicting the spread of ecological processes. Ecology, 84(6), 1382-1394. ",
"{Wilcox, 1885 #796}",796,"Wilcox, T. E. (1885). Introduced Game Birds in Oregon and Idaho. The Auk, 2(3), 315. ",
"{Wildash, 1968 #312}",312,"Wildash, P. (1968). Birds of South Vietnam. Vermont: Rutland.",
"{Wiley, 1991 #731}",731,"Wiley, J. W. (1991). Status and conservation of parrots and parakeets in the Greater Antilles, Bahama Islands, and Cayman Islands. Bird Conservation International, 1, 187-214. ",
"{Williams, 1953 #684}",684,"Williams, G. R. (1953). The dispersal from New Zealand and Australia of some introduced European passerines. . Ibis, 95(4), 676-692. ",
"{Williams, 1984 #677}",677,"Williams, R. N., & Giddings, V. L. (1984). Differential range expansion and population growth of Bulbus in Hawaii. Wilson Bulletin, 96(4), 647-655. ",
"{Willis, 2002 #827}",827,"Willis, E. O., & Oniki, Y. (2002). Birds of Santa Teresa, Espírito Santo, Brazil: do humans add or subtract species? Papéis Avulsos de Zoologia, 42(9), 193-264. ",
"{Winterbottom, 1954 #347}",347,"Winterbottom, J. M., & Liversidge, R. (1954). The European starling in the south west Cape. Ostrich, 25, 89-96. ",
"{Winterbottom, 1956 #350}",350,"Winterbottom, J. M. (1956). Red-eyed dove in the western Cape. Ostrich 27, 184. ",
"{Winterbottom, 1959 #516}",516,"Winterbottom, J. M. (1959). Expansion of the Range of the House Sparrow. Cape Department of Nature Conservation Report, 16, 92-94. ",
"{Winterbottom, 1966 #349}",349,"Winterbottom, J. M. (1966). Some alien birds in South Africa. Bokmakierie, 18, 61-62. ",
"{Winterbottom, 1972 #348}",348,"Winterbottom, J. M. (1972). Report on the house sparrow enquiry. Bokmakierie, 24, 37-38. ",
"{Wittenberg, 2001 #372}",372,"Wittenberg, R., & Cock, M. J. W. (Eds.). (2001). Invasive Alien Species: A Toolkit of Best Prevention and Management Practices. Wallingford, Oxon, UK: CAB International.",
"{Wodzicki, 1984 #680}",680,"Wodzicki, K., & Wright, S. (1984). Introduced birds and mammals in New Zealand and their effect on the environment. Tuatara, 27(2). ",
"{Wood, 1924 #876}",876,"Wood, C. A. (1924). The starling family at home and abroad. The Condor, 26(4), 123-136. ",
"{Wood, 1926 #702}",702,"Wood, C. A., & Wetmore, A. (1926). A collection of birds from the Fiji Islands. Ibis, 68(1), 91-136. ",
"{Woods, 1975 #446}",446,"Woods, R. W. (1975). The Birds of the Falkland Islands: Anthony Nelson.",
"{Woods, 1997 #656}",656,"Woods, R. W., & Woods, A. (1997). Atlas of breeding birds of the Falkland Islands: Anthony Nelson Ltd. .",
"{Wootton, 1986 #797}",797,"Wootton, J. T. (1986). Clutch-size differences in western and introduced eastern populations of House Finches: patterns and hypotheses. Wilson Bulletin, 98(3), 459-462. ",
"{Work, 2002 #679}",679,"Work, T. M., Massey, J. G., Lindsay, D. S., & Dubey, J. P. (2002). Toxoplasmosis in three species of native and introduced Hawaiian birds. Journal of Parasitology, 88(5), 1040-1042. ",
"{Wright, 2010 #836}",836,"Wright, L. J., Banks, A. N., & Rehfisch, M. M. (2010). The status of non-native waterbirds in Eurasia and Africa in 2007. Paper presented at the The impacts of non-native species.",
"{Yap, 2002 #159}",159,"Yap, C. A.-M., Sodhi, N. S., & Brook, B. W. (2002). Roost characteristics of invasive mynas in Singapore. The Journal of Wildlife Management, 66(4), 1118-1127. ",
"{Yap, 2003 #384}",384,"Yap, C. A.-M. (2003). A study of the changes in the range sizes of white-vented mynas in Singapore. The Raffles Bulletin of Zoology, 51(1), 159-163. ",
"{Yap, 2004 #27}",27,"Yap, C. A.-M., & Sodhi, N. S. (2004). Southeast Asian invasive birds: ecology, impact and management. Ornithological Science, 3(1), 57-67. ",
"{Yeap, 2005 #57}",57,"Yeap, C. A. (2005). Report on birds of Langkawi Archipelago. Malayan Nature Journal, 57(1), 91-144. ",
"{Yom-Tov, 2012 #934}",934,"Yom-Tov, Y., Hatzofe, O., & Geffen, E. (2012). Israel's breeding avifauna: A century of dramatic change. Biological Conservation, 147(1). ",
